"","Date","sulfate","nitrate","ID"
"33493","2009-03-02",0.766,3.19,24
"33553","2009-03-08",0.703,3.93,24
"33642","2009-03-17",0.916,0.941,24
"33673","2009-03-20",1.42,3.99,24
"33711","2009-03-24",0.532,2.78,24
"33733","2009-03-26",0.612,1.59,24
"33791","2009-04-01",0.75,1.27,24
"33822","2009-04-04",2.46,2.02,24
"33853","2009-04-07",0.885,0.975,24
"33882","2009-04-10",1.05,2.05,24
"33942","2009-04-16",0.665,1.54,24
"33973","2009-04-19",1.81,1.39,24
"34002","2009-04-22",1.73,1.91,24
"34033","2009-04-25",1.21,1.44,24
"34093","2009-05-01",2.32,5.53,24
"34153","2009-05-07",1.28,0.553,24
"34182","2009-05-10",1.4,1.2,24
"34211","2009-05-13",1.23,0.648,24
"34241","2009-05-16",2.01,1.21,24
"34271","2009-05-19",1.6,0.786,24
"34301","2009-05-22",1.82,2.71,24
"34332","2009-05-25",2.24,1.93,24
"3436","2009-05-28",2.34,1.13,24
"3439","2009-05-31",2.51,0.954,24
"34421","2009-06-03",1.07,0.766,24
"34451","2009-06-06",0.999,0.875,24
"34481","2009-06-09",1.4,0.773,24
"34512","2009-06-12",1.05,0.524,24
"3454","2009-06-15",1.42,0.598,24
"34571","2009-06-18",2.15,1.03,24
"34631","2009-06-24",2.11,2.37,24
"3466","2009-06-27",2.98,1.66,24
"34691","2009-06-30",2.43,1.43,24
"3472","2009-07-03",2.51,1.52,24
"3476","2009-07-07",0.977,0.76,24
"34781","2009-07-09",1.17,0.547,24
"3484","2009-07-15",1.41,0.867,24
"3487","2009-07-18",1.36,0.592,24
"34901","2009-07-21",1.02,0.472,24
"34931","2009-07-24",1.03,1.05,24
"3496","2009-07-27",1.34,0.609,24
"34991","2009-07-30",1.01,0.831,24
"35022","2009-08-02",0.662,0.21,24
"35051","2009-08-05",0.689,0.292,24
"3508","2009-08-08",1.11,0.771,24
"35111","2009-08-11",1.23,1.31,24
"35201","2009-08-20",1.4,0.901,24
"35232","2009-08-23",1.09,0.412,24
"35261","2009-08-26",1.55,2.13,24
"3529","2009-08-29",1.4,2.38,24
"35321","2009-09-01",1.02,0.501,24
"35351","2009-09-04",0.85,0.389,24
"35381","2009-09-07",0.696,0.667,24
"35411","2009-09-10",1.4,1.91,24
"3544","2009-09-13",0.854,0.494,24
"35471","2009-09-16",0.904,2.43,24
"35501","2009-09-19",1.47,1.37,24
"35531","2009-09-22",1.48,3.42,24
"35561","2009-09-25",1.31,3.24,24
"35591","2009-09-28",1.39,1.05,24
"35712","2009-10-10",1.52,3.86,24
"35741","2009-10-13",0.936,0.895,24
"35771","2009-10-16",1.09,6.67,24
"35832","2009-10-22",1.1,6.23,24
"35861","2009-10-25",0.966,5.91,24
"35921","2009-10-31",0.576,5.75,24
"35951","2009-11-03",1.17,11.5,24
"35981","2009-11-06",0.873,4.33,24
"36011","2009-11-09",0.924,7.96,24
"3607","2009-11-15",1.19,10.3,24
"36101","2009-11-18",0.851,6.16,24
"3616","2009-11-24",1.04,10.6,24
"36191","2009-11-27",0.806,3.04,24
"36222","2009-11-30",0.755,8.37,24
"36251","2009-12-03",1.46,28.3,24
"36281","2009-12-06",1.85,14.2,24
"36311","2009-12-09",0.946,9.66,24
"3637","2009-12-15",0.618,5.11,24
"36401","2009-12-18",1.12,10.7,24
"36432","2009-12-21",1.66,14.6,24
"36461","2009-12-24",0.726,11.1,24
"36521","2009-12-30",1.57,11.5,24
"3655","2010-01-02",1.86,13.6,24
"3658","2010-01-05",1.91,8.29,24
"36611","2010-01-08",5.39,17.9,24
"36641","2010-01-11",2.6,9.21,24
"3668","2010-01-15",1.58,8.02,24
"36701","2010-01-17",0.602,3.74,24
"36822","2010-01-29",1.13,8.49,24
"36851","2010-02-01",1.18,6.22,24
"36881","2010-02-04",2.05,13.1,24
"36911","2010-02-07",0.651,2.39,24
"36941","2010-02-10",1.05,5.05,24
"36971","2010-02-13",0.996,7.4,24
"37001","2010-02-16",1.56,8.55,24
"37031","2010-02-19",2.11,13.5,24
"3707","2010-02-23",0.777,3.59,24
"37091","2010-02-25",1.2,3.58,24
"3712","2010-02-28",1.08,2.94,24
"37181","2010-03-06",0.616,5.06,24
"37241","2010-03-12",0.714,4.26,24
"3727","2010-03-15",0.615,3.07,24
"37331","2010-03-21",1,4.31,24
"37361","2010-03-24",1.83,4,24
"3739","2010-03-27",0.586,0.849,24
"37451","2010-04-02",0.623,1.87,24
"37511","2010-04-08",0.789,3.26,24
"37541","2010-04-11",2.11,1.04,24
"3758","2010-04-15",1.22,3.27,24
"37601","2010-04-17",1.01,1.16,24
"3766","2010-04-23",1.17,4.61,24
"37691","2010-04-26",2.61,1.96,24
"37721","2010-04-29",0.629,0.715,24
"3775","2010-05-02",0.642,0.855,24
"37781","2010-05-05",1.19,0.814,24
"37811","2010-05-08",0.633,0.513,24
"3784","2010-05-11",0.618,0.81,24
"389","2002-02-07",0.88,6.2,25
"4415","2002-02-13",1,4.3,25
"5016","2002-02-19",1.5,4.7,25
"5613","2002-02-25",0.77,1.5,25
"6213","2002-03-03",0.78,0.9,25
"6814","2002-03-09",0.64,1.4,25
"8015","2002-03-21",1,1,25
"8613","2002-03-27",1.2,3.7,25
"9213","2002-04-02",1.9,1.1,25
"9815","2002-04-08",2,2.9,25
"10414","2002-04-14",2.2,0.83,25
"11013","2002-04-20",0.68,0.71,25
"11615","2002-04-26",1.2,0.25,25
"12214","2002-05-02",2,1.2,25
"12813","2002-05-08",2,1.4,25
"13414","2002-05-14",1.2,0.69,25
"14710","2002-05-27",1.5,1.2,25
"15213","2002-06-01",0.86,0.22,25
"15814","2002-06-07",2,1.2,25
"16413","2002-06-13",1.8,1.6,25
"17011","2002-06-19",1.7,1.5,25
"17612","2002-06-25",2.5,1.6,25
"18210","2002-07-01",2.6,1.5,25
"18812","2002-07-07",2.2,1.1,25
"19414","2002-07-13",3.2,1.5,25
"20011","2002-07-19",2.4,1,25
"20610","2002-07-25",1.7,1,25
"21211","2002-07-31",2.3,1.2,25
"2189","2002-08-06",1.9,1,25
"22410","2002-08-12",2,1.1,25
"2364","2002-08-24",0.72,0.23,25
"24211","2002-08-30",1.7,0.7,25
"24810","2002-09-05",3.3,0.83,25
"2555","2002-09-12",2.9,1.3,25
"26011","2002-09-17",1.2,0.58,25
"2729","2002-09-29",0.84,0.43,25
"2787","2002-10-05",1.2,1.4,25
"28410","2002-10-11",1.4,0.78,25
"29010","2002-10-17",1.9,0.81,25
"29610","2002-10-23",2.3,2.6,25
"3027","2002-10-29",2.1,2,25
"3209","2002-11-16",0.88,1,25
"3266","2002-11-22",1.1,4.5,25
"3389","2002-12-04",0.82,5.5,25
"3446","2002-12-10",0.89,5.6,25
"3506","2002-12-16",1.3,3.7,25
"3824","2003-01-17",0.6,1.2,25
"3865","2003-01-21",2.6,11,25
"3888","2003-01-23",1.2,7.3,25
"3925","2003-01-27",1,1.3,25
"3987","2003-02-02",0.85,0.67,25
"4044","2003-02-08",0.64,2.2,25
"4107","2003-02-14",4.3,10,25
"4164","2003-02-20",0.75,1,25
"425","2003-03-01",1.2,1.6,25
"4288","2003-03-04",0.59,0.57,25
"4349","2003-03-10",1.5,2.6,25
"4466","2003-03-22",1.1,3.8,25
"4491","2003-03-25",1.2,0.83,25
"4588","2003-04-03",1.1,0.42,25
"4644","2003-04-09",1.2,0.51,25
"4706","2003-04-15",0.59,0.33,25
"4764","2003-04-21",1.6,0.91,25
"4824","2003-04-27",1,0.76,25
"4911","2003-05-06",1.4,0.8,25
"5007","2003-05-15",2.8,1.4,25
"5066","2003-05-21",1.7,0.7,25
"5125","2003-05-27",3.3,1.2,25
"5187","2003-06-02",3.4,1,25
"5247","2003-06-08",3,1.2,25
"5305","2003-06-14",4.6,7.5,25
"5331","2003-06-17",3.1,2,25
"5426","2003-06-26",0.9,0.32,25
"5488","2003-07-02",2.8,0.84,25
"5545","2003-07-08",2.5,1.3,25
"5607","2003-07-14",2.7,0.85,25
"5667","2003-07-20",2.4,0.67,25
"5727","2003-07-26",2.5,1.2,25
"5751","2003-07-29",1.9,0.86,25
"5847","2003-08-07",1.9,1.4,25
"5907","2003-08-13",3.6,1.4,25
"5967","2003-08-19",2.1,1,25
"6088","2003-08-31",2.4,0.73,25
"6148","2003-09-06",2.6,0.57,25
"6171","2003-09-09",0.64,0.33,25
"6267","2003-09-18",1.3,0.71,25
"6388","2003-09-30",2.6,0.79,25
"6448","2003-10-06",1.6,0.66,25
"6506","2003-10-12",1.5,0.52,25
"6568","2003-10-18",1.5,0.3,25
"6591","2003-10-21",1.5,0.43,25
"6687","2003-10-30",1.3,1.1,25
"6746","2003-11-05",1.1,3.6,25
"6804","2003-11-11",1.7,3.2,25
"6865","2003-11-17",0.91,3.7,25
"7011","2003-12-02",0.63,3.3,25
"7106","2003-12-11",0.86,0.86,25
"7292","2003-12-30",0.87,4,25
"7431","2004-01-13",1.5,3.7,25
"7587","2004-01-28",1.7,10,25
"7766","2004-02-15",0.76,8.2,25
"7852","2004-02-24",1.4,4,25
"7945","2004-03-04",1.6,3.5,25
"8005","2004-03-10",0.75,1.1,25
"8066","2004-03-16",0.8,0.65,25
"8124","2004-03-22",2.3,1,25
"8187","2004-03-28",0.58,0.37,25
"8247","2004-04-03",1.3,3,25
"8272","2004-04-06",1.6,1.5,25
"8367","2004-04-15",1.5,0.93,25
"8414","2004-04-20",1.5,0.73,25
"8486","2004-04-27",2.7,0.39,25
"8547","2004-05-03",1.7,0.77,25
"8608","2004-05-09",2.6,0.81,25
"8668","2004-05-15",2.2,1.1,25
"8692","2004-05-18",1.4,0.85,25
"8786","2004-05-27",2.4,1.7,25
"8846","2004-06-02",3,1.4,25
"8904","2004-06-08",2.1,1.6,25
"8965","2004-06-14",2.4,1.4,25
"9028","2004-06-20",1.6,0.58,25
"9086","2004-06-26",2.4,0.79,25
"9112","2004-06-29",1.5,1,25
"9208","2004-07-08",1.8,1.1,25
"9266","2004-07-14",2.7,0.79,25
"9326","2004-07-20",1.7,0.58,25
"9386","2004-07-26",2.7,0.67,25
"9447","2004-08-01",2.2,0.72,25
"9506","2004-08-07",2.2,0.62,25
"9531","2004-08-10",3.4,1,25
"965","2004-08-22",1.6,0.2,25
"9688","2004-08-25",1.3,0.41,25
"9747","2004-08-31",2.3,0.75,25
"9824","2004-09-08",1.9,0.63,25
"9867","2004-09-12",1.4,0.27,25
"9927","2004-09-18",2.6,1,25
"9951","2004-09-21",0.51,0.38,25
"10048","2004-09-30",3.2,1.4,25
"10106","2004-10-06",1.7,0.36,25
"10228","2004-10-18",1.2,0.53,25
"10288","2004-10-24",4,15,25
"10348","2004-10-30",1.2,3.7,25
"10371","2004-11-02",0.57,1.2,25
"10467","2004-11-11",1.9,8.2,25
"10527","2004-11-17",1.3,1.8,25
"10587","2004-11-23",1.5,6.3,25
"10704","2004-12-05",1.2,2.8,25
"10765","2004-12-11",0.61,3.3,25
"1079","2004-12-14",1,5.1,25
"10951","2004-12-30",1.2,3,25
"11006","2005-01-04",0.75,1.8,25
"11065","2005-01-10",2.1,5.2,25
"11184","2005-01-22",6.5,5.7,25
"11213","2005-01-25",3.2,9.5,25
"11307","2005-02-03",1,0.77,25
"11366","2005-02-09",0.93,2.4,25
"11427","2005-02-15",2,10,25
"11486","2005-02-21",1.4,0.64,25
"11545","2005-02-27",2.2,4.1,25
"11607","2005-03-05",0.89,1.5,25
"11632","2005-03-08",1.1,2.6,25
"11728","2005-03-17",1.6,3.1,25
"11783","2005-03-23",0.53,0.38,25
"11845","2005-03-29",1.1,0.85,25
"11908","2005-04-04",1.8,0.79,25
"11964","2005-04-10",0.56,0.49,25
"12028","2005-04-16",2.6,1.4,25
"1205","2005-04-19",1.4,0.64,25
"12146","2005-04-28",1.1,0.71,25
"12204","2005-05-04",3.1,0.8,25
"12271","2005-05-11",1.2,1.5,25
"12325","2005-05-16",2.4,0.63,25
"12386","2005-05-22",2.1,0.66,25
"12445","2005-05-28",3.1,1.2,25
"12523","2005-06-05",2.3,1.1,25
"12564","2005-06-09",1.5,0.61,25
"12625","2005-06-15",2,1.2,25
"12686","2005-06-21",3.2,0.93,25
"12745","2005-06-27",1.9,0.48,25
"12805","2005-07-03",2.3,0.65,25
"12865","2005-07-09",1.8,0.71,25
"12891","2005-07-12",2.3,1,25
"12984","2005-07-21",4,0.76,25
"13045","2005-07-27",4.3,0.74,25
"13105","2005-08-02",3.4,0.53,25
"13166","2005-08-08",3.3,3.2,25
"13224","2005-08-14",3.5,0.9,25
"13285","2005-08-20",3.6,0.47,25
"13321","2005-08-24",2.4,0.7,25
"13404","2005-09-01",2.4,1.4,25
"13466","2005-09-07",4.2,0.56,25
"13526","2005-09-13",1.3,0.77,25
"13585","2005-09-19",3.9,1.1,25
"13644","2005-09-25",1,0.41,25
"13703","2005-10-01",2.9,0.85,25
"13782","2005-10-09",1.2,0.78,25
"13824","2005-10-13",0.93,0.45,25
"13885","2005-10-19",1.4,5.4,25
"13945","2005-10-25",2.1,1.6,25
"14005","2005-10-31",1.8,1,25
"14065","2005-11-06",2.7,5.3,25
"14122","2005-11-12",1.6,3.8,25
"14152","2005-11-15",0.63,0.57,25
"14222","2005-11-22",0.63,1.7,25
"14303","2005-11-30",1.5,8.7,25
"14424","2005-12-12",1.7,8.8,25
"14484","2005-12-18",2.5,13,25
"1451","2005-12-21",1.1,4.6,25
"1457","2005-12-27",1.1,3.9,25
"14782","2006-01-17",0.72,3.6,25
"14905","2006-01-29",2,11,25
"14964","2006-02-04",1.1,6,25
"15085","2006-02-16",0.62,1.3,25
"15145","2006-02-22",0.61,1,25
"15204","2006-02-28",0.6,0.72,25
"15263","2006-03-06",1.6,6.2,25
"15382","2006-03-18",0.62,0.34,25
"15421","2006-03-22",0.58,1.8,25
"15482","2006-03-28",0.92,1.1,25
"15624","2006-04-11",0.77,0.6,25
"15681","2006-04-17",0.84,0.55,25
"15744","2006-04-23",0.64,0.32,25
"15804","2006-04-29",2.5,2.2,25
"15832","2006-05-02",1.4,0.48,25
"15924","2006-05-11",2.9,0.9,25
"15982","2006-05-17",2.4,0.69,25
"16044","2006-05-23",0.87,0.6,25
"16101","2006-05-29",1.4,1,25
"16163","2006-06-04",2.8,0.78,25
"16224","2006-06-10",1.8,1.2,25
"1625","2006-06-13",1.4,1.1,25
"1637","2006-06-25",2.4,1.1,25
"16403","2006-06-28",2.2,0.74,25
"16463","2006-07-04",3.3,1.5,25
"16524","2006-07-10",2.4,1,25
"16583","2006-07-16",1.7,1,25
"16644","2006-07-22",2.1,0.51,25
"16672","2006-07-25",2.7,1.1,25
"16763","2006-08-03",1.2,0.53,25
"16824","2006-08-09",2.1,0.62,25
"16884","2006-08-15",2.1,0.66,25
"16943","2006-08-21",2.7,0.68,25
"17004","2006-08-27",1.3,0.33,25
"17032","2006-08-30",2.2,0.53,25
"17092","2006-09-05",1.5,0.28,25
"17184","2006-09-14",1.7,0.37,25
"17243","2006-09-20",1.1,0.41,25
"17304","2006-09-26",1.6,0.58,25
"17364","2006-10-02",1.5,0.32,25
"17423","2006-10-08",1.3,1.2,25
"17511","2006-10-17",1.7,0.63,25
"17602","2006-10-26",0.63,0.43,25
"17663","2006-11-01",3.3,7.5,25
"17784","2006-11-13",0.84,1,25
"17844","2006-11-19",0.68,1.3,25
"17902","2006-11-25",1.8,2.2,25
"1793","2006-11-28",0.53,0.3,25
"18084","2006-12-13",0.56,2.8,25
"18142","2006-12-19",0.51,1,25
"18204","2006-12-25",1.8,3.4,25
"18264","2006-12-31",1.6,8.8,25
"18771","2007-02-20",0.55,2,25
"18924","2007-03-07",2,7,25
"18983","2007-03-13",1.7,2.3,25
"19043","2007-03-19",2.2,1.8,25
"19103","2007-03-25",1.5,1.5,25
"19163","2007-03-31",1.3,3.4,25
"1920","2007-04-04",2.3,3.9,25
"19343","2007-04-18",1.5,1.7,25
"19402","2007-04-24",0.92,1.3,25
"19464","2007-04-30",3.4,1.9,25
"19524","2007-05-06",0.69,0.19,25
"19583","2007-05-12",1.3,0.45,25
"19613","2007-05-15",2.9,1.4,25
"19704","2007-05-24",2.4,1,25
"19763","2007-05-30",2.2,0.83,25
"19882","2007-06-11",1.9,0.8,25
"19943","2007-06-17",1.3,0.46,25
"20004","2007-06-23",3,1.4,25
"20032","2007-06-26",1.6,1,25
"20123","2007-07-05",2.3,0.94,25
"20183","2007-07-11",1.6,1,25
"20243","2007-07-17",2.1,0.55,25
"20311","2007-07-24",2.5,0.76,25
"20363","2007-07-29",2.2,0.84,25
"20422","2007-08-04",2.4,0.74,25
"20451","2007-08-07",1.4,0.69,25
"20541","2007-08-16",2.4,0.56,25
"20601","2007-08-22",2.4,0.72,25
"20663","2007-08-28",1.8,0.25,25
"20723","2007-09-03",2.3,0.55,25
"20782","2007-09-09",2,0.86,25
"20844","2007-09-15",2.5,0.93,25
"20872","2007-09-18",1.4,0.76,25
"20964","2007-09-27",1.1,2,25
"21024","2007-10-03",2.9,0.68,25
"21084","2007-10-09",1.3,1.8,25
"21143","2007-10-15",1.4,2.5,25
"21263","2007-10-27",2.4,3.1,25
"21292","2007-10-30",1.2,0.58,25
"21384","2007-11-08",4.3,5.5,25
"21443","2007-11-14",1.4,1.5,25
"21503","2007-11-20",2.7,13,25
"21564","2007-11-26",1.1,5.3,25
"21623","2007-12-02",0.56,1.9,25
"21681","2007-12-08",0.6,0.4,25
"21711","2007-12-11",0.76,2.7,25
"21803","2007-12-20",1.6,5.9,25
"21863","2007-12-26",0.74,3.8,25
"22102","2008-01-19",0.79,3.1,25
"2214","2008-01-23",1.1,3.4,25
"22283","2008-02-06",0.64,3.8,25
"22402","2008-02-18",1,8,25
"22463","2008-02-24",0.66,2.1,25
"22523","2008-03-01",1.4,3,25
"22551","2008-03-04",0.83,2.4,25
"22704","2008-03-19",1.2,2.5,25
"22763","2008-03-25",1.4,1,25
"22822","2008-03-31",1.9,1,25
"22883","2008-04-06",1.5,0.93,25
"22971","2008-04-15",1.2,0.52,25
"23062","2008-04-24",1.5,0.66,25
"23122","2008-04-30",2.6,0.77,25
"23184","2008-05-06",1.4,0.71,25
"23304","2008-05-18",1.7,0.52,25
"23382","2008-05-26",0.7,0.25,25
"2340","2008-05-28",0.93,0.44,25
"23483","2008-06-05",1,0.37,25
"23543","2008-06-11",1.7,1.1,25
"23723","2008-06-29",2.5,0.69,25
"23782","2008-07-05",2.5,1.1,25
"23813","2008-07-08",2.7,1.4,25
"23902","2008-07-17",3.2,1.1,25
"23962","2008-07-23",1.9,0.61,25
"24023","2008-07-29",1.9,0.72,25
"24083","2008-08-04",3.4,1.2,25
"24144","2008-08-10",1.9,0.52,25
"24204","2008-08-16",2.7,1.1,25
"24232","2008-08-19",1.6,0.3,25
"24323","2008-08-28",1.2,0.51,25
"24384","2008-09-03",2.2,0.61,25
"24444","2008-09-09",1.7,0.63,25
"24504","2008-09-15",2,0.34,25
"24563","2008-09-21",1.5,0.45,25
"24624","2008-09-27",1.5,0.33,25
"24651","2008-09-30",2.6,0.31,25
"24743","2008-10-09",1.4,0.6,25
"24804","2008-10-15",1.2,0.21,25
"24862","2008-10-21",1.2,0.73,25
"24922","2008-10-27",1,0.51,25
"24983","2008-11-02",0.93,0.25,25
"25071","2008-11-11",0.67,1.3,25
"25163","2008-11-20",0.9,2,25
"25283","2008-12-02",1,4.2,25
"25303","2008-12-04",0.56,2.8,25
"25463","2008-12-20",0.63,5.7,25
"25633","2009-01-06",0.88,9,25
"25651","2009-01-08",1.2,15,25
"25823","2009-01-25",0.7,0.38,25
"26041","2009-02-16",0.62,3.7,25
"26183","2009-03-02",0.83,1,25
"26244","2009-03-08",0.82,1.8,25
"26304","2009-03-14",1.4,2.1,25
"26331","2009-03-17",1.3,1.8,25
"26422","2009-03-26",0.83,1.1,25
"26521","2009-04-05",1.5,0.42,25
"26604","2009-04-13",1.2,1.2,25
"26664","2009-04-19",1.1,NA,25
"26752","2009-04-28",2.4,NA,25
"26844","2009-05-07",2,0.79,25
"26904","2009-05-13",2.1,1.1,25
"27023","2009-05-25",1.8,0.85,25
"27084","2009-05-31",2,0.92,25
"27143","2009-06-06",0.84,0.41,25
"27241","2009-06-16",0.77,0.22,25
"27263","2009-06-18",2.3,1.1,25
"27324","2009-06-24",2.7,1.4,25
"27384","2009-06-30",2.7,1.4,25
"27444","2009-07-06",2,0.74,25
"27503","2009-07-12",2,0.72,25
"27563","2009-07-18",2,0.67,25
"27591","2009-07-21",3,1,25
"27711","2009-08-02",1.4,0.45,25
"27744","2009-08-05",1.3,0.48,25
"27804","2009-08-11",2.1,0.79,25
"27864","2009-08-17",1.9,0.72,25
"27925","2009-08-23",2.4,0.57,25
"28021","2009-09-02",1.5,0.45,25
"28043","2009-09-04",1.9,0.5,25
"28071","2009-09-07",1.4,0.59,25
"28162","2009-09-16",2.1,1.4,25
"28224","2009-09-22",1,0.31,25
"28284","2009-09-28",1.4,0.47,25
"28402","2009-10-10",1.6,2.3,25
"28441","2009-10-14",1.1,0.59,25
"28525","2009-10-22",0.56,0.38,25
"28704","2009-11-09",1.2,1.1,25
"28764","2009-11-15",0.77,1.2,25
"28823","2009-11-21",1.7,4.3,25
"2897","2009-12-06",1.3,1.6,25
"29003","2009-12-09",0.63,4.2,25
"29124","2009-12-21",1,6.7,25
"2934","2010-01-12",0.56,2.2,25
"29422","2010-01-20",0.54,0.8,25
"29543","2010-02-01",0.9,4.7,25
"2970","2010-02-17",0.7,0.74,25
"29842","2010-03-03",0.85,0.77,25
"29903","2010-03-09",1,0.37,25
"29962","2010-03-15",0.7,0.3,25
"30022","2010-03-21",0.64,0.81,25
"30111","2010-03-30",1.3,0.76,25
"30263","2010-04-14",1.8,1.4,25
"30384","2010-04-26",1.3,0.86,25
"1512","2001-05-31",4.37,1.815,26
"1631","2001-06-12",1.065,0.76,26
"1697","2001-06-18",1.815,1.125,26
"1815","2001-06-30",3.845,4.98,26
"1878","2001-07-06",2.555,0.853,26
"19011","2001-07-09",2.625,0.7755,26
"19614","2001-07-15",1.47,0.8945,26
"20212","2001-07-21",1.23,1.19,26
"2052","2001-07-24",1.355,0.5335,26
"20810","2001-07-27",2.595,2.42,26
"2148","2001-08-02",1.85,0.9965,26
"2177","2001-08-05",1.79,1.595,26
"22011","2001-08-08",2.17,0.857,26
"2237","2001-08-11",2.17,2.13,26
"22612","2001-08-14",2.44,1.55,26
"2298","2001-08-17",2.385,1.016,26
"23211","2001-08-20",1.13,0.547,26
"2357","2001-08-23",0.931,0.9205,26
"23814","2001-08-26",2.23,1.635,26
"2417","2001-08-29",2.135,1.05,26
"24412","2001-09-01",2.895,1.71,26
"2471","2001-09-04",1.81,0.7555,26
"2508","2001-09-07",1.37,1.915,26
"2591","2001-09-16",1.97,1.785,26
"26210","2001-09-19",2.6,2.61,26
"2657","2001-09-22",2.115,1.91,26
"26811","2001-09-25",1.66,1.53,26
"2715","2001-09-28",0.9655,1.75,26
"2775","2001-10-04",2.34,1.18,26
"28012","2001-10-07",2.31,4.37,26
"2832","2001-10-10",2.135,3.505,26
"28611","2001-10-13",1.14,3.835,26
"2898","2001-10-16",1.6,3.975,26
"29211","2001-10-19",2.95,15.15,26
"2955","2001-10-22",1.925,4.59,26
"29811","2001-10-25",0.8985,3.575,26
"3015","2001-10-28",2.145,4.125,26
"30410","2001-10-31",1.435,7.48,26
"3075","2001-11-03",2.79,41.95,26
"31010","2001-11-06",2.42,19.75,26
"3134","2001-11-09",2.095,16.85,26
"3197","2001-11-15",1.845,15.65,26
"3227","2001-11-18",5.74,38.7,26
"3257","2001-11-21",2.96,35.25,26
"3315","2001-11-27",1.485,8.93,26
"35210","2001-12-18",0.9995,10.75,26
"3588","2001-12-24",2.295,8.93,26
"3614","2001-12-27",6.3,20.05,26
"3647","2001-12-30",2,10.65,26
"3674","2002-01-02",1.046,5.67,26
"3702","2002-01-05",4.835,12.65,26
"3747","2002-01-09",3.37,15.15,26
"3825","2002-01-17",2.685,22.05,26
"3854","2002-01-20",2.035,19.25,26
"3889","2002-01-23",0.6405,4.095,26
"3914","2002-01-26",1.35,23.7,26
"3947","2002-01-29",1.545,6.465,26
"3974","2002-02-01",1.39,22,26
"4007","2002-02-04",2.975,42.35,26
"4036","2002-02-07",2.035,28.05,26
"4095","2002-02-13",1.38,24.9,26
"4127","2002-02-16",4.775,34.9,26
"4188","2002-02-22",1.16,15.4,26
"4216","2002-02-25",1.77,9.735,26
"4249","2002-02-28",1.38,19.55,26
"4275","2002-03-03",0.667,1.535,26
"4305","2002-03-06",1.365,15.05,26
"4336","2002-03-09",1.022,8.95,26
"4366","2002-03-12",1.13,8.15,26
"4396","2002-03-15",0.7995,3.13,26
"4428","2002-03-18",0.7105,3.485,26
"4456","2002-03-21",1.2,14.8,26
"4485","2002-03-24",0.5275,1.345,26
"4516","2002-03-27",1.31,14.4,26
"4549","2002-03-30",1.675,8.435,26
"4574","2002-04-02",2.585,6.555,26
"4606","2002-04-05",2.72,7.055,26
"4634","2002-04-08",1.96,4.53,26
"4696","2002-04-14",2.445,4.64,26
"4728","2002-04-17",1.145,1.44,26
"4787","2002-04-23",2.525,5.34,26
"4816","2002-04-26",1.3,1.32,26
"4874","2002-05-02",1.775,3.835,26
"4907","2002-05-05",2.13,2.265,26
"5628","2002-07-16",2.175,1.88,26
"5686","2002-07-22",2.35,0.9325,26
"5747","2002-07-28",2.65,0.631,26
"6014","2002-08-24",1.93,3.565,26
"6044","2002-08-27",1.48,0.8505,26
"6074","2002-08-30",2.56,2.93,26
"6134","2002-09-05",0.735,1.56,26
"6195","2002-09-11",1.73,1.93,26
"6228","2002-09-14",2.075,2.195,26
"6254","2002-09-17",1.11,1.195,26
"6289","2002-09-20",1.55,1.73,26
"6313","2002-09-23",1.96,1.075,26
"6345","2002-09-26",1.59,1.38,26
"6373","2002-09-29",1.655,0.921,26
"6435","2002-10-05",1.26,4.685,26
"6468","2002-10-08",1.685,2.24,26
"6493","2002-10-11",1.85,5.56,26
"6585","2002-10-20",4.235,18.35,26
"6614","2002-10-23",1.975,6.69,26
"6644","2002-10-26",3.655,22.65,26
"6675","2002-10-29",3.42,16.1,26
"6707","2002-11-01",1.174,10.7,26
"6735","2002-11-04",1.565,20,26
"6826","2002-11-13",2.885,26.3,26
"6887","2002-11-19",4.375,31.4,26
"6946","2002-11-25",4.04,32.1,26
"6974","2002-11-28",3.23,37.85,26
"7004","2002-12-01",1.135,6.17,26
"7065","2002-12-07",2.275,31.05,26
"7094","2002-12-10",2.08,15.2,26
"7127","2002-12-13",1.705,9.975,26
"7246","2002-12-25",3.63,16.55,26
"7308","2002-12-31",0.9735,5.62,26
"7334","2003-01-03",2.165,20.95,26
"7455","2003-01-15",3.29,24.7,26
"7545","2003-01-24",1.435,12,26
"7605","2003-01-30",2.845,21.7,26
"7621","2003-02-01",2.54,15.1,26
"7755","2003-02-14",1.385,8.265,26
"7785","2003-02-17",1.75,4.705,26
"7813","2003-02-20",0.775,4.915,26
"7875","2003-02-26",1.275,5.96,26
"7935","2003-03-04",1.135,2.84,26
"7996","2003-03-10",2.685,14.2,26
"8024","2003-03-13",2.025,7.48,26
"8144","2003-03-25",1.06,3.985,26
"8234","2003-04-03",0.9875,1.655,26
"8264","2003-04-06",1.41,3.45,26
"8297","2003-04-09",1.32,5.495,26
"8385","2003-04-18",1.03,2.38,26
"8504","2003-04-30",1.78,2.72,26
"8565","2003-05-06",1.495,3.67,26
"8655","2003-05-15",2.88,2.7,26
"8715","2003-05-21",2.84,3.065,26
"8743","2003-05-24",1.475,0.7535,26
"8774","2003-05-27",2.58,2.065,26
"8835","2003-06-02",2.515,1.745,26
"8864","2003-06-05",2.415,1.29,26
"8895","2003-06-08",3.99,2.465,26
